fechacreacion;numeroincidente;duraciondias;idservicio;idtipodeservicio;identorno;idprioridad;idestado
2020-12-28;INC002000041769;8.66124;175;1;0;4;9
2020-12-28;INC002000041770;39.6561;118;1;0;4;9
2020-12-28;INC002000041771;28.6544;39;1;2;4;10
2020-12-28;INC002000041772;8.64669;146;1;0;4;9
2020-12-28;INC002000041773;7.64292;80;2;0;1;10
2020-12-28;INC002000041774;17.6402;63;1;0;4;10
2020-12-28;INC002000041775;52.6251;15;1;1;1;11
2020-12-28;INC002000041776;91.6633;80;2;0;4;10
2020-12-28;INC002000041777;207.656;15;2;2;1;9
2020-12-28;INC002000041778;7.58258;47;1;2;1;10
2020-12-28;INC002000041779;7.58117;60;1;0;4;9
2020-12-28;INC002000041780;30.5726;170;2;2;4;10
2020-12-28;INC002000041781;8.52424;15;1;2;1;9
2020-12-28;INC002000041783;7.4963;175;2;0;4;10
2020-12-28;INC002000041784;7.49458;175;2;0;4;10
2020-12-28;INC002000041785;7.49361;31;2;0;4;9
2020-12-28;INC002000041786;9.48016;129;2;1;1;11
2020-12-28;INC002000041787;7.43137;14;2;0;4;9
2020-12-28;INC002000041788;15.4214;39;1;2;4;9
2020-12-28;INC002000041789;30.4172;47;2;2;1;10
2020-12-28;INC002000041790;8.40696;29;1;2;4;9
2020-12-28;INC002000041791;8.40676;15;1;2;4;9
2020-12-28;INC002000041792;60.4038;109;1;0;4;9
2020-12-28;INC002000041793;14.3842;25;2;0;4;10
2020-12-28;INC002000041794;7.38291;175;2;0;4;9
2020-12-28;INC002000041795;8.38277;14;1;0;4;9
2020-12-28;INC002000041796;8.38231;53;2;2;1;10
2020-12-28;INC002000041797;18.3717;25;2;0;1;9
2020-12-28;INC002000041798;14.3635;15;1;2;4;9
2020-12-23;INC002000041802;14.4762;172;1;2;4;10
2020-12-23;INC002000041803;13.4755;129;1;0;4;9
2020-12-23;INC002000041804;14.4742;63;2;2;2;10
2020-12-23;INC002000041807;11.4378;60;2;0;1;10
2020-12-23;INC002000041808;12.426;80;2;0;4;9
2020-12-23;INC002000041809;117.463;47;1;2;4;10
2020-12-23;INC002000041810;36.4114;47;1;2;1;9
2020-12-23;INC002000041811;12.3474;68;2;2;4;10
2020-12-23;INC002000041812;8.31633;146;1;0;4;9
2020-12-23;INC002000041813;19.2646;47;1;2;4;10
2020-12-23;INC002000041814;12.2523;47;2;2;4;10
2020-12-23;INC002000041815;34.2303;129;2;2;4;10
2020-12-23;INC002000041816;8.21122;175;2;0;4;9
2020-12-23;INC002000041817;184.189;47;2;2;4;10
2020-12-23;INC002000041818;12.1352;47;2;2;1;10
2020-12-24;INC002000041819;77.1212;47;2;2;1;10
2020-12-24;INC002000041820;57.1043;47;2;2;1;10
2020-12-24;INC002000041821;26.0952;129;1;0;4;9
2020-12-24;INC002000041822;28.0768;47;1;2;1;10
2020-12-24;INC002000041823;7.47481;101;2;0;4;10
2020-12-24;INC002000041824;11.4489;154;2;0;4;10
2020-12-24;INC002000041825;11.4155;175;2;0;4;9
2020-12-24;INC002000041826;7.3699;103;2;0;4;9
2020-12-24;INC002000041827;39.369;47;1;2;4;10
2020-12-25;INC002000041828;7.12079;115;2;0;4;9
2020-12-25;INC002000041829;10.5551;165;2;2;2;9
2020-12-25;INC002000041830;10.5102;165;2;2;4;9
2020-12-25;INC002000041831;17.3862;41;2;2;4;10
2020-12-25;INC002000041832;17.3245;41;2;2;4;10
2020-12-26;INC002000041833;16.8122;41;2;2;2;9
2020-12-26;INC002000041834;16.8074;41;2;2;2;9
2020-12-28;INC002000041835;7.97275;72;2;2;4;9
2020-12-28;INC002000041836;9.75759;111;2;0;4;9
2020-12-28;INC002000041837;15.7378;161;2;0;1;10
2020-12-28;INC002000041838;29.7261;162;2;2;4;10
2020-12-28;INC002000041839;8.71861;172;2;0;4;9
2020-12-28;INC002000041840;18.7185;159;1;0;4;10
2020-12-28;INC002000041841;281.569;162;2;2;4;13
2020-12-28;INC002000041842;7.67833;165;2;2;1;9
2020-12-28;INC002000041843;7.65874;1;1;2;2;9
2020-12-28;INC002000041845;7.6414;31;2;0;4;9
2020-12-28;INC002000041846;22.641;15;1;1;1;11
2020-12-28;INC002000041847;19.6307;168;2;0;1;10
2020-12-28;INC002000041848;15.6175;80;1;0;1;10
2020-12-28;INC002000041849;14.6142;165;2;2;4;10
2020-12-28;INC002000041851;7.6087;53;2;2;4;9
2020-12-28;INC002000041852;12.6085;25;1;0;4;9
2020-12-28;INC002000041853;29.597;135;1;0;4;9
2020-12-28;INC002000041854;9.57721;129;2;1;1;11
2020-12-28;INC002000041855;30.5684;162;2;2;4;10
2020-12-28;INC002000041856;38.5563;72;1;2;4;9
2020-12-28;INC002000041857;7.53973;39;1;2;1;9
2020-12-28;INC002000041858;24.5272;101;2;0;4;9
2020-12-28;INC002000041859;22.5167;135;1;0;4;9
2020-12-28;INC002000041860;25.5152;109;2;0;1;10
2020-12-28;INC002000041861;7.51399;162;1;1;4;11
2020-12-28;INC002000041862;17.5062;129;2;2;1;10
2020-12-28;INC002000041863;29.4992;47;2;2;4;10
2020-12-28;INC002000041864;17.4771;47;2;2;1;10
2020-12-28;INC002000041865;17.4742;101;1;0;4;9
2020-12-28;INC002000041866;7.47229;108;2;0;4;9
2020-12-28;INC002000041867;7.46536;146;1;0;4;9
2020-12-28;INC002000041869;10.4631;101;1;0;4;9
2020-12-28;INC002000041870;7.46028;161;1;0;2;9
2020-12-28;INC002000041871;7.45708;175;2;0;1;10
2020-12-28;INC002000041872;14.4566;80;2;0;4;10
2020-12-28;INC002000041873;8.4563;157;1;0;4;9
2020-12-28;INC002000041874;12.4523;151;1;2;1;9
2020-12-28;INC002000041875;17.4412;47;1;2;1;10
2020-12-28;INC002000041876;8.39097;1;1;2;2;9
2020-12-28;INC002000041877;9.38177;146;2;0;4;9
2020-12-28;INC002000041878;8.35341;47;2;2;4;9
2020-12-28;INC002000041880;14.3467;109;2;0;4;10
2020-12-28;INC002000041881;8.34093;82;1;0;4;9
2020-12-28;INC002000041882;22.3299;39;1;2;1;10
2020-12-28;INC002000041883;9.30965;146;2;0;1;9
2020-12-28;INC002000041884;9.3076;146;2;0;1;9
2020-12-28;INC002000041885;37.2837;47;2;2;4;10
2020-12-28;INC002000041886;14.2718;101;1;0;1;9
2020-12-28;INC002000041887;8.27058;109;2;0;4;9
2020-12-29;INC002000041901;37.0521;175;2;0;1;9
2020-12-29;INC002000041902;21.0101;47;1;2;1;10
2020-12-29;INC002000041903;14.996;146;1;0;4;9
2020-12-29;INC002000041904;7.78045;41;1;2;2;9
2020-12-29;INC002000041905;7.74791;129;1;0;4;10
2020-12-29;INC002000041906;7.72535;41;1;1;2;11
2020-12-29;INC002000041907;31.7214;80;1;0;4;10
2020-12-29;INC002000041908;21.707;39;1;1;4;11
2020-12-29;INC002000041909;38.6867;175;1;0;4;10
2020-12-29;INC002000041910;20.6862;39;1;2;2;10
2020-12-29;INC002000041911;8.68169;175;1;0;4;9
2020-12-29;INC002000041912;7.66535;47;2;2;1;10
2020-12-29;INC002000041913;7.66394;47;2;2;4;10
2020-12-29;INC002000041914;7.65676;47;2;2;1;9
2020-12-29;INC002000041915;7.64959;129;2;2;1;9
2020-12-29;INC002000041916;16.6439;15;1;2;1;10
2020-12-29;INC002000041917;7.64373;146;1;0;4;9
2020-12-29;INC002000041918;21.6341;39;1;2;4;10
2020-12-29;INC002000041919;13.621;108;2;0;1;10
2020-12-29;INC002000041920;28.6164;80;1;0;4;9
2020-12-29;INC002000041921;22.5835;47;2;2;1;10
2020-12-29;INC002000041923;7.55508;15;2;2;1;9
2020-12-29;INC002000041924;27.5538;129;1;0;4;10
2020-12-29;INC002000041925;20.5497;80;1;0;1;10
2020-12-29;INC002000041926;34.5329;151;1;2;1;10
2020-12-29;INC002000041927;14.4774;175;2;0;1;10
2020-12-29;INC002000041928;21.4695;47;2;2;1;10
2020-12-29;INC002000041929;8.43949;129;1;0;1;10
2020-12-29;INC002000041930;20.432;39;2;2;4;10
2020-12-29;INC002000041931;11.4301;129;1;0;4;10
2020-12-29;INC002000041932;14.4277;172;1;2;4;10
2020-12-29;INC002000041933;17.4259;25;1;0;4;9
2020-12-29;INC002000041934;21.422;39;1;2;4;10
2020-12-29;INC002000041935;7.41593;175;2;0;1;9
2020-12-29;INC002000041936;8.41562;72;1;2;4;9
2020-12-29;INC002000041937;20.3931;39;2;2;4;10
2020-12-29;INC002000041938;21.3879;63;1;0;4;10
2020-12-29;INC002000041939;21.3105;25;1;0;1;10
2020-12-29;INC002000041940;8.24854;109;2;0;4;9
2020-12-29;INC002000041941;7.2464;146;1;0;4;9
2020-12-29;INC002000041942;7.24115;175;2;0;4;9
2020-12-29;INC002000041943;8.18494;129;1;0;1;10
2020-12-29;INC002000042001;27.8996;129;1;0;4;10
2020-12-29;INC002000042002;8.896;47;1;0;4;9
2020-12-29;INC002000042003;14.8915;157;1;0;1;9
2020-12-29;INC002000042004;7.76623;175;1;0;2;9
2020-12-29;INC002000042005;7.73517;129;1;0;4;10
2020-12-29;INC002000042006;20.7262;171;1;0;4;9
2020-12-29;INC002000042007;8.7045;72;1;2;4;9
2020-12-29;INC002000042008;22.6922;5;2;0;1;9
2020-12-29;INC002000042009;20.6831;47;2;1;4;11
2020-12-29;INC002000042010;21.6722;39;1;2;1;10
2020-12-29;INC002000042011;7.66669;47;2;2;1;9
2020-12-29;INC002000042012;14.6604;80;1;0;4;10
2020-12-29;INC002000042013;14.6418;115;1;0;1;9
2020-12-29;INC002000042014;17.6371;146;1;0;1;9
2020-12-29;INC002000042015;7.62214;14;2;0;4;9
2020-12-29;INC002000042016;7.61546;162;1;2;4;9
2020-12-29;INC002000042017;109.647;53;2;2;4;10
2020-12-29;INC002000042018;8.60091;103;2;0;1;9
2020-12-29;INC002000042019;22.5885;175;1;0;2;10
2020-12-29;INC002000042020;7.58779;101;2;0;1;9
2020-12-29;INC002000042021;7.58558;175;2;0;4;9
2020-12-29;INC002000042022;9.52465;82;2;0;4;10
2020-12-29;INC002000042023;8.52229;115;2;0;4;9
2020-12-29;INC002000042024;7.49216;175;2;0;1;10
2020-12-29;INC002000042025;7.48269;108;2;0;1;9
2020-12-29;INC002000042026;14.4794;15;1;2;4;9
2020-12-29;INC002000042027;7.46981;161;1;0;4;9
2020-12-29;INC002000042028;14.4548;139;2;0;2;9
2020-12-29;INC002000042029;14.4417;129;1;0;1;10
2020-12-29;INC002000042030;8.44057;111;2;0;1;9
2020-12-29;INC002000042031;8.41186;47;1;0;1;10
2020-12-29;INC002000042032;21.4052;39;1;2;4;10
2020-12-29;INC002000042033;8.39417;129;1;0;4;9
2020-12-29;INC002000042034;7.39139;108;2;0;1;9
2020-12-29;INC002000042036;22.3217;47;1;2;4;10
2020-12-29;INC002000042037;30.2976;108;1;0;4;10
2020-12-29;INC002000042038;8.26605;14;1;0;4;9
2020-12-30;INC002000042039;8.11828;146;2;0;4;10
2020-12-30;INC002000042101;8.0661;165;2;2;1;9
2020-12-30;INC002000042102;14.0055;115;1;0;4;9
2020-12-30;INC002000042103;15.973;157;1;0;1;9
2020-12-30;INC002000042104;7.94946;129;1;0;4;9
2020-12-30;INC002000042105;19.904;72;2;2;4;9
2020-12-30;INC002000042106;7.8669;146;2;0;4;9
2020-12-30;INC002000042107;8.86053;115;2;0;4;9
2020-12-30;INC002000042108;7.77091;129;1;0;1;10
2020-12-30;INC002000042109;7.7613;129;1;0;4;10
2020-12-30;INC002000042110;14.7534;175;1;0;2;9
2020-12-30;INC002000042111;8.75146;129;1;0;1;10
2020-12-30;INC002000042112;7.7511;135;1;0;4;9
2020-12-30;INC002000042113;8.7242;1;1;0;4;9
2020-12-30;INC002000042114;8.72345;1;1;0;4;9
2020-12-30;INC002000042115;15.7216;129;2;2;4;9
2020-12-30;INC002000042116;7.7172;47;2;2;4;9
2020-12-30;INC002000042117;7.71491;5;2;0;1;10
2020-12-30;INC002000042118;82.7136;47;2;2;4;10
2020-12-30;INC002000042119;13.6953;157;1;0;4;9
2020-12-30;INC002000042120;19.6744;29;1;2;4;10
2020-12-30;INC002000042121;20.6704;39;1;2;4;10
2020-12-30;INC002000042122;11.6436;39;1;2;4;10
2020-12-30;INC002000042123;15.6159;172;1;2;4;9
2020-12-30;INC002000042124;7.61582;80;1;0;4;9
2020-12-30;INC002000042125;16.6092;72;1;2;1;10
2020-12-30;INC002000042126;27.6048;47;1;2;1;10
2020-12-30;INC002000042127;15.6029;47;1;2;1;10
2020-12-30;INC002000042128;13.5935;63;1;0;4;10
2020-12-30;INC002000042129;26.581;115;1;0;1;10
2020-12-30;INC002000042130;19.5714;72;1;2;4;9
2020-12-30;INC002000042131;7.5691;47;2;2;1;9
2020-12-30;INC002000042132;7.55801;146;1;0;4;9
2020-12-30;INC002000042133;19.5352;107;1;0;4;9
2020-12-30;INC002000042134;37.5321;175;1;0;4;10
2020-12-30;INC002000042135;7.52611;146;1;0;4;9
2020-12-30;INC002000042136;15.5195;135;2;0;4;10
2020-12-30;INC002000042137;26.5132;39;1;2;1;10
2020-12-30;INC002000042138;12.4994;148;1;2;4;9
2020-12-30;INC002000042139;22.4879;25;2;0;1;10
2020-12-30;INC002000042140;37.4815;162;1;2;4;10
2020-12-30;INC002000042141;7.46906;129;2;2;1;9
2020-12-30;INC002000042142;7.4673;65;2;0;1;10
2020-12-30;INC002000042143;27.4603;162;2;2;4;10
2020-12-30;INC002000042144;19.46;39;1;2;4;10
2020-12-30;INC002000042145;21.4295;115;2;0;1;10
2020-12-30;INC002000042146;7.42649;175;2;0;1;9
2020-12-30;INC002000042147;19.4221;162;1;2;2;9
2020-12-30;INC002000042148;10.3922;47;2;2;4;10
2020-12-30;INC002000042149;7.38628;101;2;0;1;9
2020-12-30;INC002000042150;12.3777;101;2;0;1;10
2020-12-30;INC002000042151;12.3773;129;1;0;1;10
2020-12-30;INC002000042152;9.33537;151;2;2;1;10
2020-12-30;INC002000042153;14.2416;129;1;0;1;10
2020-12-30;INC002000042154;9.23729;129;1;0;1;9
2020-12-30;INC002000042155;20.2333;39;2;2;1;10
2020-12-30;INC002000042156;7.16686;151;2;2;1;9
2020-12-31;INC002000042157;21.0556;5;2;0;1;10
2020-12-31;INC002000042158;21.048;53;2;2;1;10
2020-12-31;INC002000042159;11.8768;108;2;0;4;9
2020-12-31;INC002000042160;15.7842;146;1;0;4;9
2020-12-31;INC002000042161;15.7797;80;2;0;2;10
2020-12-31;INC002000042162;12.7752;165;2;2;4;9
2020-12-31;INC002000042163;15.7682;170;1;0;4;9
2020-12-31;INC002000042164;18.7647;165;2;2;4;9
2020-12-31;INC002000042165;12.5032;115;2;0;1;10
2020-12-31;INC002000042166;18.4918;168;2;0;4;10
2020-12-31;INC002000042168;8.32299;108;2;0;4;9
2020-12-31;INC002000042169;7.19641;108;2;0;1;9
2021-01-01;INC002000042170;9.11113;157;2;0;1;10
2021-01-01;INC002000042171;11.037;115;2;0;4;10
2021-01-01;INC002000042172;7.93345;108;2;0;4;9
2021-01-01;INC002000042173;7.82418;151;2;2;4;9
2021-01-01;INC002000042174;10.8159;129;2;2;4;10
2021-01-01;INC002000042175;10.8082;41;2;2;4;10
2021-01-01;INC002000042176;9.70705;151;2;2;4;10
2021-01-01;INC002000042177;7.53117;91;1;0;4;9
2021-01-01;INC002000042178;7.22403;41;2;2;1;10
2021-01-02;INC002000042180;10.0191;115;2;0;4;10
2021-01-02;INC002000042181;10.0032;115;2;0;4;10
2021-01-02;INC002000042182;7.94801;108;2;0;1;10
2021-01-02;INC002000042183;7.88446;151;2;2;4;10
2021-01-02;INC002000042184;7.65777;115;2;0;1;10
2021-01-02;INC002000042185;7.41464;41;2;2;1;10
2021-01-02;INC002000042186;7.3866;146;2;0;1;10
2021-01-02;INC002000042187;7.30942;129;1;0;1;9
2021-01-02;INC002000042188;7.14775;165;2;2;1;10
2021-01-03;INC002000042189;14.0025;115;2;0;4;10
2021-01-03;INC002000042190;8.87758;41;2;2;2;10
2021-01-03;INC002000042191;8.64524;41;2;2;4;10
2021-01-03;INC002000042192;15.637;18;1;2;1;10
2021-01-03;INC002000042193;7.50853;90;2;2;1;10
2021-01-03;INC002000042194;7.47116;151;2;0;2;10
2021-01-03;INC002000042195;7.40848;151;2;2;2;9
2021-01-03;INC002000042196;7.39902;151;1;2;2;9
2021-01-03;INC002000042197;25.3738;108;2;0;4;10
2021-01-03;INC002000042198;25.3573;108;2;0;4;10
2021-01-03;INC002000042199;8.29723;175;2;0;1;10
2021-01-04;INC002000042200;7.07564;165;2;2;1;10
2020-12-30;INC002000042201;8.02137;47;2;2;1;10
2020-12-30;INC002000042202;8.83522;129;2;2;4;9
2020-12-30;INC002000042203;7.75238;82;2;0;1;10
2020-12-30;INC002000042204;7.74686;5;2;0;1;9
2020-12-30;INC002000042205;13.6776;39;1;2;1;10
2020-12-30;INC002000042206;42.4685;172;1;2;4;9
2020-12-30;INC002000042207;7.46649;65;2;0;1;9
2020-12-30;INC002000042208;28.4651;52;1;2;4;10
2020-12-30;INC002000042209;27.4464;162;2;2;4;10
2020-12-30;INC002000042210;29.4374;108;2;0;4;10
2020-12-30;INC002000042211;7.42449;108;2;0;4;9
2020-12-30;INC002000042212;7.39109;68;2;2;4;9
2020-12-30;INC002000042213;7.38491;146;1;0;4;9
2020-12-30;INC002000042214;12.3668;175;2;0;1;10
2020-12-30;INC002000042216;35.3589;175;2;0;4;10
2020-12-30;INC002000042217;7.29683;90;2;2;1;9
2020-12-30;INC002000042218;12.2864;8;2;2;1;9
2020-12-30;INC002000042219;44.2581;175;1;0;4;9
2020-12-30;INC002000042221;29.2349;108;2;0;4;10
2020-12-31;INC002000042222;7.74737;5;1;0;1;9
2020-12-31;INC002000042223;12.6346;29;1;2;4;9
2020-12-31;INC002000042224;20.4817;47;2;2;1;10
2021-01-02;INC002000042227;9.89921;129;2;2;4;10
2021-01-02;INC002000042228;9.8353;129;2;2;4;10
2021-01-02;INC002000042229;9.29536;129;2;2;1;10
2021-01-03;INC002000042230;11.3118;146;2;0;4;10
2021-01-03;INC002000042231;8.29336;41;2;2;4;10
2021-01-03;INC002000042232;7.27367;165;2;2;1;10
2021-01-04;INC002000042233;7.82398;72;2;2;4;10
2021-01-04;INC002000042234;7.79589;135;1;0;4;9
2021-01-04;INC002000042235;7.77436;1;1;0;4;9
2021-01-04;INC002000042236;15.7214;49;1;2;1;10
2021-01-04;INC002000042237;11.7195;53;2;2;1;10
2021-01-04;INC002000042239;14.698;33;1;0;4;9
2021-01-04;INC002000042240;15.6909;39;1;2;1;10
2021-01-04;INC002000042241;7.68865;175;1;0;4;10
2021-01-04;INC002000042242;15.6877;39;1;2;4;10
2021-01-04;INC002000042244;8.6846;68;1;0;4;9
2021-01-04;INC002000042245;7.68292;165;2;2;4;10
2021-01-04;INC002000042246;7.68219;175;2;0;4;10
2021-01-04;INC002000042247;21.6816;72;1;2;1;10
2021-01-04;INC002000042248;7.6788;72;1;2;4;9
2021-01-04;INC002000042249;16.6771;154;1;0;4;10
2021-01-04;INC002000042250;8.66497;82;2;0;1;10
2021-01-04;INC002000042251;17.6561;129;2;1;1;11
2021-01-04;INC002000042252;15.6323;72;1;1;4;11
2021-01-04;INC002000042253;7.62284;60;2;0;1;10
2021-01-04;INC002000042254;16.6063;15;1;2;1;10
2021-01-04;INC002000042255;8.60575;162;1;2;4;9
2021-01-04;INC002000042256;8.60284;162;1;2;4;9
2021-01-04;INC002000042257;15.5991;151;2;2;1;10
2021-01-04;INC002000042258;14.5951;103;2;0;1;10
2021-01-04;INC002000042259;8.59306;129;1;0;4;9
2021-01-04;INC002000042260;18.5713;129;1;0;4;10
2021-01-04;INC002000042262;8.55633;29;1;2;2;9
2021-01-04;INC002000042263;8.51409;168;1;0;1;9
2021-01-04;INC002000042264;25.4941;53;2;2;1;10
2021-01-04;INC002000042265;23.4855;47;2;2;1;10
2021-01-04;INC002000042266;22.4837;129;2;2;1;10
2021-01-04;INC002000042267;8.46909;151;1;2;4;9
2021-01-04;INC002000042268;7.46543;101;1;0;1;9
2021-01-04;INC002000042270;8.45656;175;2;0;1;10
2021-01-04;INC002000042271;15.4532;63;1;0;4;9
2021-01-04;INC002000042272;9.44939;175;1;0;1;9
2021-01-04;INC002000042273;7.44882;115;1;0;1;9
2021-01-04;INC002000042274;7.44696;101;1;0;1;9
2021-01-04;INC002000042275;14.444;90;1;2;1;10
2021-01-04;INC002000042276;8.43434;172;1;2;4;9
2021-01-04;INC002000042277;18.4343;129;1;0;1;10
2021-01-04;INC002000042278;7.42534;109;1;0;1;9
2021-01-04;INC002000042279;7.42486;108;1;0;1;9
2021-01-04;INC002000042280;7.40757;68;2;2;1;10
2021-01-04;INC002000042281;8.39985;129;1;0;4;9
2021-01-04;INC002000042282;15.3958;175;1;0;1;10
2021-01-04;INC002000042283;17.3821;39;1;2;4;10
2021-01-04;INC002000042284;16.3808;151;1;2;1;10
2021-01-04;INC002000042285;11.3806;129;1;0;4;9
2021-01-04;INC002000042286;23.3791;154;1;0;4;10
2021-01-04;INC002000042287;14.3784;72;2;2;1;10
2021-01-04;INC002000042288;7.37134;129;2;2;4;10
2021-01-04;INC002000042289;8.36747;129;2;2;1;10
2021-01-04;INC002000042290;11.3484;129;1;0;1;10
2021-01-04;INC002000042291;8.3406;14;1;0;4;9
2021-01-04;INC002000042292;14.3328;72;1;2;1;9
2021-01-04;INC002000042293;16.3292;25;2;0;1;10
2021-01-04;INC002000042294;8.16613;172;2;0;2;10
2021-01-05;INC002000042295;10.747;175;2;0;4;10
2021-01-05;INC002000042296;20.7318;148;1;2;4;10
2021-01-05;INC002000042297;15.7162;151;1;2;4;10
2021-01-05;INC002000042298;27.7155;175;2;0;4;10
2021-01-05;INC002000042299;15.7152;151;2;2;2;10
2021-01-05;INC002000042300;9.71168;25;1;0;4;10
2021-01-04;INC002000042301;9.03662;108;2;0;1;10
2021-01-04;INC002000042302;7.86736;72;2;2;4;10
2021-01-04;INC002000042303;8.79177;14;1;0;4;9
2021-01-04;INC002000042304;14.7511;146;1;0;4;9
2021-01-04;INC002000042305;8.73043;15;2;2;4;10
2021-01-04;INC002000042306;8.72375;129;1;0;1;9
2021-01-04;INC002000042308;7.68275;29;1;2;4;9
2021-01-04;INC002000042309;11.6787;108;1;0;1;10
2021-01-04;INC002000042310;18.6743;175;2;0;1;10
2021-01-04;INC002000042311;17.6587;60;1;0;4;10
2021-01-04;INC002000042312;10.6569;47;2;2;1;10
2021-01-04;INC002000042313;7.65221;175;2;0;2;10
2021-01-04;INC002000042315;7.64199;29;1;2;4;9
2021-01-04;INC002000042316;7.63977;29;1;2;4;9
2021-01-04;INC002000042317;103.679;47;2;2;4;10
2021-01-04;INC002000042318;16.6045;47;2;2;1;10
2021-01-04;INC002000042319;8.60027;29;1;2;4;9
2021-01-04;INC002000042320;7.59743;151;2;2;4;10
2021-01-04;INC002000042321;23.5931;47;2;2;1;10
2021-01-04;INC002000042322;7.58863;151;1;2;4;9
2021-01-04;INC002000042323;7.58719;29;1;2;4;11
2021-01-04;INC002000042324;14.5867;39;2;2;1;10
2021-01-04;INC002000042325;7.58655;172;2;0;4;10
2021-01-04;INC002000042326;8.57929;172;2;0;4;10
2021-01-04;INC002000042327;7.57291;129;1;0;4;9
2021-01-04;INC002000042328;25.5721;53;1;2;1;10
2021-01-04;INC002000042329;10.5536;109;2;0;4;10
2021-01-04;INC002000042330;7.54953;103;2;0;4;10
2021-01-04;INC002000042331;10.5251;175;1;0;4;9
2021-01-04;INC002000042332;11.4987;157;2;0;1;10
2021-01-04;INC002000042333;7.4413;82;1;0;4;9
2021-01-04;INC002000042334;21.4405;68;2;2;1;10
2021-01-04;INC002000042335;8.43811;172;2;0;1;10
2021-01-04;INC002000042336;16.4376;129;1;0;4;10
2021-01-04;INC002000042337;7.43745;175;2;0;1;10
2021-01-04;INC002000042338;8.43375;165;2;2;1;10
2021-01-04;INC002000042339;31.4306;59;1;0;4;10
2021-01-04;INC002000042340;8.42949;151;2;2;1;10
2021-01-04;INC002000042341;7.42541;115;2;0;1;10
2021-01-04;INC002000042342;10.4202;115;1;0;1;9
2021-01-04;INC002000042343;14.4192;15;2;2;4;10
2021-01-04;INC002000042344;10.3508;77;2;0;1;10
2021-01-04;INC002000042345;16.3473;151;1;2;4;9
2021-01-04;INC002000042346;7.29571;175;2;0;4;10
2021-01-04;INC002000042347;133.336;175;1;0;1;10
2021-01-04;INC002000042348;7.25562;103;2;0;1;10
2021-01-04;INC002000042349;7.18759;175;2;0;4;10
2021-01-04;INC002000042350;7.1852;110;2;0;4;10
2021-01-05;INC002000042351;17.0374;63;1;0;1;10
2021-01-05;INC002000042352;7.95168;175;2;0;1;10
2021-01-05;INC002000042353;7.86858;129;2;2;1;10
2021-01-05;INC002000042354;7.8631;72;2;2;1;10
2021-01-05;INC002000042355;7.85867;175;2;0;1;10
2021-01-05;INC002000042356;7.80806;151;2;0;1;10
2021-01-05;INC002000042357;9.78856;14;1;0;4;9
2021-01-05;INC002000042358;7.7583;108;2;0;1;10
2021-01-05;INC002000042359;7.74425;15;2;2;1;10
2021-01-05;INC002000042360;7.72671;110;2;0;4;10
2021-01-05;INC002000042361;14.7204;129;2;2;2;10
2021-01-05;INC002000042362;7.71624;5;2;0;1;10
2021-01-05;INC002000042363;197.744;53;2;2;4;10
2021-01-05;INC002000042364;29.6968;47;2;2;1;10
2021-01-05;INC002000042365;7.69394;151;1;2;4;9
2021-01-05;INC002000042366;7.69212;103;2;0;1;10
2021-01-05;INC002000042367;7.68859;27;1;0;1;9
2021-01-05;INC002000042368;14.684;175;1;0;4;9
2021-01-05;INC002000042369;7.67972;165;2;2;1;10
2021-01-05;INC002000042370;13.6672;29;1;2;4;9
2021-01-05;INC002000042371;9.63625;129;1;0;4;10
2021-01-05;INC002000042372;7.6353;68;2;2;1;10
2021-01-05;INC002000042373;7.63372;129;2;2;4;10
2021-01-05;INC002000042374;22.622;151;2;2;4;10
2021-01-05;INC002000042375;7.6201;82;1;0;4;9
2021-01-05;INC002000042376;7.58855;103;2;0;1;10
2021-01-05;INC002000042377;16.54;47;2;2;1;10
2021-01-05;INC002000042378;7.52892;129;2;2;4;10
2021-01-05;INC002000042379;10.5282;175;1;0;4;9
2021-01-05;INC002000042380;7.51502;80;1;0;4;9
2021-01-05;INC002000042381;17.4699;129;2;1;1;11
2021-01-05;INC002000042382;11.4683;129;1;0;1;10
2021-01-05;INC002000042383;10.456;159;1;0;4;10
2021-01-05;INC002000042384;10.4464;108;1;0;4;9
2021-01-05;INC002000042385;273.297;162;2;2;4;14
2021-01-05;INC002000042386;10.4216;175;2;0;1;10
2021-01-05;INC002000042387;9.41484;129;1;0;1;10
2021-01-05;INC002000042388;13.409;129;1;0;1;10
2021-01-05;INC002000042389;9.40409;129;1;0;1;9
2021-01-05;INC002000042390;23.4013;162;2;2;4;10
2021-01-05;INC002000042391;56.4011;68;1;0;4;10
2021-01-05;INC002000042392;7.40005;5;2;0;1;10
2021-01-05;INC002000042393;9.39809;129;1;0;1;9
2021-01-05;INC002000042394;7.39421;47;1;2;4;9
2021-01-05;INC002000042395;7.39324;129;1;0;1;10
2021-01-05;INC002000042396;31.3806;47;2;2;4;10
2021-01-05;INC002000042397;9.35875;151;2;2;4;10
2021-01-05;INC002000042398;7.30192;90;2;2;1;10
2021-01-05;INC002000042399;22.286;129;1;0;4;10
2021-01-05;INC002000042400;9.26214;60;1;0;4;9
2021-01-05;INC002000042401;7.69872;39;2;2;4;10
2021-01-05;INC002000042402;7.65476;29;2;2;1;10
2021-01-05;INC002000042404;7.64581;129;2;2;1;10
2021-01-05;INC002000042405;7.63946;27;1;0;4;9
2021-01-05;INC002000042406;15.6253;129;2;2;1;10
